[Epoch 1/160][Iter 320/1848][lr 0.000000][Loss: obj 5.15 || cls 20.66 || reg 5.59 || size 384 || time: 3.19]
[Epoch 1/160][Iter 330/1848][lr 0.000000][Loss: obj 5.45 || cls 20.85 || reg 5.72 || size 512 || time: 3.06]
[Epoch 1/160][Iter 340/1848][lr 0.000000][Loss: obj 5.74 || cls 21.65 || reg 5.72 || size 448 || time: 4.09]
[Epoch 1/160][Iter 350/1848][lr 0.000000][Loss: obj 4.76 || cls 21.03 || reg 5.96 || size 352 || time: 3.15]
[Epoch 1/160][Iter 360/1848][lr 0.000000][Loss: obj 5.39 || cls 17.24 || reg 4.57 || size 512 || time: 2.69]
[Epoch 1/160][Iter 370/1848][lr 0.000000][Loss: obj 4.32 || cls 17.09 || reg 4.69 || size 416 || time: 4.05]
[Epoch 1/160][Iter 380/1848][lr 0.000000][Loss: obj 4.67 || cls 18.40 || reg 5.00 || size 416 || time: 2.89]
[Epoch 1/160][Iter 390/1848][lr 0.000000][Loss: obj 5.31 || cls 22.53 || reg 6.08 || size 320 || time: 3.16]
[Epoch 1/160][Iter 400/1848][lr 0.000000][Loss: obj 6.32 || cls 23.57 || reg 6.37 || size 512 || time: 2.43]
[Epoch 1/160][Iter 410/1848][lr 0.000000][Loss: obj 4.94 || cls 18.83 || reg 5.20 || size 448 || time: 4.11]
[Epoch 1/160][Iter 420/1848][lr 0.000000][Loss: obj 5.83 || cls 21.86 || reg 5.86 || size 448 || time: 3.19]
[Epoch 1/160][Iter 430/1848][lr 0.000000][Loss: obj 7.64 || cls 30.43 || reg 7.88 || size 416 || time: 3.24]
[Epoch 1/160][Iter 440/1848][lr 0.000000][Loss: obj 5.25 || cls 21.40 || reg 5.87 || size 416 || time: 3.20]
[Epoch 1/160][Iter 450/1848][lr 0.000000][Loss: obj 5.96 || cls 24.89 || reg 6.78 || size 448 || time: 3.15]
[Epoch 1/160][Iter 460/1848][lr 0.000000][Loss: obj 4.61 || cls 17.93 || reg 4.81 || size 384 || time: 3.27]
[Epoch 1/160][Iter 470/1848][lr 0.000000][Loss: obj 5.29 || cls 19.29 || reg 5.27 || size 480 || time: 2.99]
[Epoch 1/160][Iter 480/1848][lr 0.000000][Loss: obj 6.52 || cls 24.54 || reg 6.56 || size 512 || time: 3.68]
[Epoch 1/160][Iter 490/1848][lr 0.000000][Loss: obj 4.43 || cls 17.70 || reg 4.80 || size 352 || time: 3.40]
[Epoch 1/160][Iter 500/1848][lr 0.000000][Loss: obj 5.75 || cls 20.48 || reg 5.55 || size 512 || time: 2.53]
[Epoch 1/160][Iter 510/1848][lr 0.000000][Loss: obj 6.26 || cls 24.67 || reg 6.43 || size 416 || time: 3.94]
[Epoch 1/160][Iter 520/1848][lr 0.000000][Loss: obj 4.69 || cls 19.86 || reg 5.42 || size 352 || time: 2.72]
[Epoch 1/160][Iter 530/1848][lr 0.000000][Loss: obj 5.53 || cls 21.19 || reg 5.84 || size 512 || time: 2.85]
[Epoch 1/160][Iter 540/1848][lr 0.000000][Loss: obj 5.06 || cls 22.06 || reg 6.12 || size 320 || time: 3.95]
[Epoch 1/160][Iter 550/1848][lr 0.000000][Loss: obj 5.55 || cls 22.22 || reg 5.98 || size 384 || time: 2.24]
[Epoch 1/160][Iter 560/1848][lr 0.000001][Loss: obj 5.04 || cls 20.11 || reg 5.21 || size 384 || time: 2.94]
[Epoch 1/160][Iter 570/1848][lr 0.000001][Loss: obj 6.47 || cls 22.52 || reg 6.06 || size 512 || time: 3.03]
[Epoch 1/160][Iter 580/1848][lr 0.000001][Loss: obj 4.54 || cls 14.39 || reg 3.95 || size 512 || time: 4.38]
[Epoch 1/160][Iter 590/1848][lr 0.000001][Loss: obj 4.33 || cls 16.62 || reg 4.47 || size 416 || time: 3.61]
[Epoch 1/160][Iter 600/1848][lr 0.000001][Loss: obj 5.72 || cls 28.51 || reg 8.06 || size 320 || time: 2.65]
[Epoch 1/160][Iter 610/1848][lr 0.000001][Loss: obj 5.53 || cls 23.58 || reg 6.48 || size 416 || time: 2.40]
[Epoch 1/160][Iter 620/1848][lr 0.000001][Loss: obj 5.28 || cls 20.45 || reg 5.69 || size 448 || time: 3.30]
[Epoch 1/160][Iter 630/1848][lr 0.000001][Loss: obj 5.51 || cls 21.27 || reg 5.72 || size 416 || time: 3.69]
[Epoch 1/160][Iter 640/1848][lr 0.000001][Loss: obj 5.74 || cls 24.19 || reg 6.54 || size 416 || time: 3.27]
[Epoch 1/160][Iter 650/1848][lr 0.000001][Loss: obj 4.73 || cls 17.75 || reg 4.76 || size 448 || time: 3.26]
[Epoch 1/160][Iter 660/1848][lr 0.000001][Loss: obj 5.66 || cls 19.91 || reg 5.20 || size 480 || time: 3.37]
[Epoch 1/160][Iter 670/1848][lr 0.000001][Loss: obj 5.14 || cls 22.77 || reg 6.59 || size 416 || time: 3.42]
[Epoch 1/160][Iter 680/1848][lr 0.000001][Loss: obj 7.06 || cls 34.27 || reg 9.66 || size 384 || time: 2.94]
[Epoch 1/160][Iter 690/1848][lr 0.000001][Loss: obj 4.95 || cls 20.67 || reg 5.59 || size 384 || time: 2.99]
[Epoch 1/160][Iter 700/1848][lr 0.000001][Loss: obj 5.98 || cls 24.96 || reg 6.78 || size 384 || time: 2.91]
[Epoch 1/160][Iter 710/1848][lr 0.000001][Loss: obj 5.45 || cls 19.35 || reg 5.26 || size 512 || time: 3.02]
[Epoch 1/160][Iter 720/1848][lr 0.000001][Loss: obj 5.20 || cls 21.46 || reg 5.97 || size 416 || time: 4.14]
